ansible;1;0.007537809;0.007971294;0.00842886;0.007537809;0.00842886;0.007971294;0.007537809;0.00842886;0.007971294;0.020253347;0.020686832;0.021144398;0.020253347;0.021144398;0.020686832;0.020253347;0.021144398;0.020686832;0.022685676;0.023095078;0.023528562;0.022685676;0.023528562;0.023095078;0.022685676;0.023528562;0.023095078;0.007537809;0.007971294;0.00842886;0.007537809;0.00842886;0.007971294;0.007537809;0.00842886;0.007971294;0.022685676;0.023095078;0.023528562;0.022685676;0.023528562;0.023095078;0.022685676;0.023528562;0.023095078;313;841;942;313;942;313;841;942;313;942;313;841;942;313;942;1;3;4;1;4
ansible;10;0.002945457;0.003173755;0.003402054;0.005353801;0.005633059;0.005492411;0.002945457;0.003402054;0.003173755;0.006712381;0.006973293;0.007234206;0.008080133;0.008389966;0.00823505;0.006712381;0.007234206;0.006973293;0.007959868;0.008008789;0.008057711;0.008267664;0.008540806;0.008404235;0.007959868;0.008057711;0.008008789;0.002812962;0.003171717;0.003534548;0.005285516;0.005701345;0.005491392;0.002812962;0.003534548;0.003171717;0.007959868;0.008008789;0.008057711;0.008267664;0.008540806;0.008404235;0.007959868;0.008057711;0.008008789;722.5;1646.5;1952.5;690;1952.5;1904;2317.5;2103.5;1903;2103.5;1904;2317.5;2103.5;1903;2103.5;2;3;4;1;4
ansible;11;0.341732148;0.670864019;1;0.341732148;1;0.670864019;0.341732148;1;0.670864019;0.341732148;0.670864019;1;0.341732148;1;0.670864019;0.341732148;1;0.670864019;0.341732148;0.670864019;1;0.341732148;1;0.670864019;0.341732148;1;0.670864019;0.341732148;0.670864019;1;0.341732148;1;0.670864019;0.341732148;1;0.670864019;0.341732148;0.670864019;1;0.341732148;1;0.670864019;0.341732148;1;0.670864019;83153;83153;83153;83153;83153;83153;83153;83153;83153;83153;83153;83153;83153;83153;83153;2.5;2.5;2.5;2.5;2.5
ansible;12;0.00378377;0.007563433;0.011347203;0.091515069;0.257914695;0.174712828;0.00378377;0.011347203;0.007563433;0.007464833;0.007563433;0.007666141;0.094299489;0.257350827;0.175823104;0.00935261;0.010219467;0.009783984;0.010443371;0.010541971;0.010644679;0.157440902;0.160301325;0.158869573;0.011992211;0.01285496;0.012421531;0.00378377;0.007563433;0.011347203;0.091515069;0.257914695;0.174712828;0.00378377;0.011347203;0.007563433;0.010443371;0.010541971;0.010644679;0.095619289;0.258668573;0.177141877;0.011992211;0.01285496;0.012421531;921;1817;2542;921;2542;43630;43630;70506;43630;43630;43630;43630;76945.5;43630;43630;1;3;4;1;4
ansible;13;0.014017677;0.01402603;0.014038561;0.242275241;0.702935525;0.472604548;0.096290077;0.257338813;0.176812357;0.015922343;0.015930697;0.015943228;0.242656174;0.703316459;0.472985481;0.097242411;0.258291147;0.17776469;0.016239787;0.016248141;0.016260672;0.259942693;0.658240188;0.459090605;0.140458707;0.145600471;0.143027501;0.014017677;0.01402603;0.014038561;0.242275241;0.702935525;0.472604548;0.096290077;0.257338813;0.176812357;0.016239787;0.016248141;0.016260672;0.242719663;0.703379948;0.47304897;0.097401133;0.258449869;0.177923412;3356;3812;3888;3356;3888;81304;81304;81304;81304;81304;81304;81304;81304;81304;81304;1;3;4;1;4
ansible;14;0.00386875;0.007733268;0.010275045;0.140761136;0.40307426;0.271916851;0.006674018;0.010938532;0.008805216;0.011508897;0.012291959;0.013079254;0.143087889;0.404125256;0.273605303;0.0124909;0.013566023;0.013026345;0.013862317;0.014641146;0.015386113;0.197807003;0.331714864;0.26475924;0.014376598;0.015405161;0.014888763;0.00386875;0.007733268;0.010275045;0.140761136;0.40307426;0.271916851;0.006674018;0.010938532;0.008805216;0.013862317;0.014641146;0.015386113;0.143842169;0.404860911;0.27435027;0.014376598;0.015405161;0.014888763;914;2719;3275;914;3275;41777.5;41777.5;71898;41777.5;41777.5;79567;79567;79567;79567;79567;1;3;4;1;4
ansible;15;0.006028708;0.006553657;0.007078606;0.006028708;0.007078606;0.006553657;0.006028708;0.007078606;0.006553657;0.008661654;0.009181135;0.009706083;0.008661654;0.009706083;0.009181135;0.008661654;0.009706083;0.009181135;0.008935065;0.009454545;0.009979494;0.008935065;0.009979494;0.009454545;0.008935065;0.009979494;0.009454545;0.006028708;0.006553657;0.007078606;0.006028708;0.007078606;0.006553657;0.006028708;0.007078606;0.006553657;0.008935065;0.009454545;0.009979494;0.008935065;0.009979494;0.009454545;0.008935065;0.009979494;0.009454545;1102.5;1584;1634;1102.5;1634;1102.5;1584;1634;1102.5;1634;1102.5;1584;1634;1102.5;1634;1;3;4;1;4
ansible;16;0.006628806;0.007202936;0.007777065;0.301745434;0.834629511;0.568185479;0.242722108;0.669259022;0.45598897;0.01152087;0.011946682;0.01237728;0.302560778;0.835396213;0.568976103;0.244352796;0.670792427;0.457570219;0.015099612;0.015506287;0.015917746;0.303157235;0.835986291;0.569569371;0.24554571;0.671972582;0.458756754;0.006609668;0.007202936;0.007796203;0.301742244;0.834632701;0.568185479;0.242715729;0.669265401;0.45598897;0.015099612;0.015506287;0.015917746;0.303157235;0.835986291;0.569569371;0.24554571;0.671972582;0.458756754;1385.5;2408;3156;1381.5;3156;75405;75405;75405;75405;75405;75405;75405;75405;75405;75405;2;3;4;1;4
ansible;17;0.364101415;0.682048217;1;0.364101415;1;0.682048217;0.364101415;1;0.682048217;0.364101415;0.682048217;1;0.364101415;1;0.682048217;0.364101415;1;0.682048217;0.364101415;0.682048217;1;0.364101415;1;0.682048217;0.364101415;1;0.682048217;0.364101415;0.682048217;1;0.364101415;1;0.682048217;0.364101415;1;0.682048217;0.364101415;0.682048217;1;0.364101415;1;0.682048217;0.364101415;1;0.682048217;73097;73097;73097;73097;73097;73097;73097;73097;73097;73097;73097;73097;73097;73097;73097;2.5;2.5;2.5;2.5;2.5
ansible;18;0.017706564;0.017820167;0.017938933;0.018580101;0.01904484;0.01881075;0.017706564;0.017938933;0.017820167;0.019157583;0.019255694;0.01935897;0.019836618;0.02027726;0.020055218;0.019157583;0.01935897;0.019255694;0.016165179;0.016232308;0.016299437;0.01653697;0.016925974;0.016731472;0.016165179;0.016299437;0.016232308;0.017706564;0.017820167;0.017938933;0.018580101;0.01904484;0.01881075;0.017706564;0.017938933;0.017820167;0.016165179;0.016232308;0.016299437;0.01653697;0.016925974;0.016731472;0.016165179;0.016299437;0.016232308;3429;3710;3130.5;3429;3130.5;3483;3750.5;3160.5;3483;3160.5;3882.5;4064;3316.5;3882.5;3316.5;3;5;1;3;1
